Reporting Area,MMWR Year,MMWR Week,"Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Max†","Malaria, Previous 52 weeks Max†, flag","Malaria, Cum 2019†","Malaria, Cum 2019†, flag","Malaria, Cum 2018†","Malaria, Cum 2018†, flag","Measles§, Idigenousis, Current week","Measles§, Idigenousis, Current week, flag","Measles§, Idigenousis, Previous 52 weeks Max†","Measles§, Idigenousis, Previous 52 weeks Max†, flag","Measles§, Idigenousis, Cum 2019†","Measles§, Idigenousis, Cum 2019†, flag","Measles§, Idigenousis, Cum 2018†","Measles§, Idigenousis, Cum 2018†, flag","Measles§, Imported, Current week","Measles§, Imported, Current week, flag","Measles§, Imported, Previous 52 weeks Max†","Measles§, Imported, Previous 52 weeks Max†, flag","Measles§, Imported, Cum 2019†","Measles§, Imported, Cum 2019†, flag","Measles§, Imported, Cum 2018†","Measles§, Imported, Cum 2018†, flag",Location 1,Location 2
MISSOURI,2019,9,,-,3,,2,,2,,,-,0,,,-,,-,,-,6,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
MARYLAND,2019,9,1,,9,,24,,35,,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
CALIFORNIA,2019,9,,-,5,,9,,6,,,-,3,,,-,,-,,-,2,,4,,,-,"CALIFORNIA
(37.640735, -121.002435)",
ARKANSAS,2019,9,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
IDAHO,2019,9,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,1,,,-,"IDAHO
(43.680635, -114.364237)",
SOUTH DAKOTA,2019,9,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
WISCONSIN,2019,9,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
ALABAMA,2019,9,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
MAINE,2019,9,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
GEORGIA,2019,9,,-,6,,,-,8,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
NEW YORK,2019,9,,-,4,,6,,6,,,-,1,,1,,,-,9,,14,,25,,,-,"NEW YORK
(42.826892, -75.544286)",
NEW YORK CITY,2019,9,2,,11,,20,,13,,,-,13,,47,,,-,,-,3,,7,,,-,,NEW YORK CITY
MISSISSIPPI,2019,9,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH CAROLINA,2019,9,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
WEST VIRGINIA,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
SOUTH ATLANTIC,2019,9,1,,20,,49,,64,,,-,3,,,-,,-,,-,3,,,-,,-,,SOUTH ATLANTIC
MOUNTAIN,2019,9,1,,4,,7,,9,,,-,0,,,-,,-,,-,1,,2,,,-,,MOUNTAIN
AMERICAN SAMOA,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
KANSAS,2019,9,,-,2,,1,,2,,,-,5,,,-,3,,,-,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
TOTAL,2019,9,4,,54,,142,,173,,,-,16,,64,,10,,9,,18,,43,,8,,,TOTAL
VIRGINIA,2019,9,,-,5,,12,,5,,,-,0,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
HAWAII,2019,9,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
DISTRICT OF COLUMBIA,2019,9,,-,2,,3,,2,,,-,0,,,-,,-,,-,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MIDDLE ATLANTIC,2019,9,2,,24,,43,,42,,,-,13,,48,,,-,9,,16,,33,,2,,MIDDLE ATLANTIC,
PACIFIC,2019,9,,-,8,,12,,13,,,-,3,,4,,2,,,-,3,,6,,,-,,PACIFIC
ILLINOIS,2019,9,,-,5,,5,,6,,,-,2,,3,,,-,,-,1,,1,,1,,"ILLINOIS
(40.477092, -88.993221)",
NEW HAMPSHIRE,2019,9,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
PENNSYLVANIA,2019,9,,-,8,,11,,12,,,-,0,,,-,,-,,-,1,,1,,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
NORTH DAKOTA,2019,9,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
DELAWARE,2019,9,,-,3,,5,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
PUERTO RICO,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
INDIANA,2019,9,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
CONNECTICUT,2019,9,,-,1,,,-,1,,,-,2,,2,,,-,,-,1,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
OHIO,2019,9,,-,4,,6,,6,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
WEST NORTH CENTRAL,2019,9,,-,5,,5,,9,,,-,5,,,-,3,,,-,6,,,-,1,,,WEST NORTH CENTRAL
LOUISIANA,2019,9,,-,1,,1,,2,,,-,0,,,-,,-,,-,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
NEVADA,2019,9,,-,2,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NON-US RESIDENTS,2019,9,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
NEW ENGLAND,2019,9,,-,5,,10,,8,,,-,2,,2,,,-,,-,1,,,-,,-,,NEW ENGLAND
NEW MEXICO,2019,9,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
NORTHERN MARIANA ISLANDS,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
COLORADO,2019,9,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.841772, -106.132562)",
ALASKA,2019,9,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
RHODE ISLAND,2019,9,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEBRASKA,2019,9,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
EAST NORTH CENTRAL,2019,9,,-,8,,12,,22,,,-,2,,3,,,-,,-,4,,1,,2,,,EAST NORTH CENTRAL
WEST SOUTH CENTRAL,2019,9,,-,5,,2,,5,,,-,5,,7,,5,,,-,1,,1,,3,,,WEST SOUTH CENTRAL
GUAM,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OKLAHOMA,2019,9,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,"OKLAHOMA
(35.468494, -97.521264)",
OREGON,2019,9,,-,2,,,-,2,,,-,3,,4,,2,,,-,1,,2,,,-,"OREGON
(44.567912, -120.156945)",
UTAH,2019,9,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
VERMONT,2019,9,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MICHIGAN,2019,9,,-,3,,1,,6,,,-,0,,,-,,-,,-,4,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
ARIZONA,2019,9,1,,3,,4,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
NEW JERSEY,2019,9,,-,6,,6,,11,,,-,0,,,-,,-,,-,6,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
TENNESSEE,2019,9,,-,2,,2,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
U.S. VIRGIN ISLANDS,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
US TERRITORIES,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
WYOMING,2019,9,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MASSACHUSETTS,2019,9,,-,4,,8,,4,,,-,0,,,-,,-,,-,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
EAST SOUTH CENTRAL,2019,9,,-,4,,2,,1,,,-,0,,,-,,-,,-,1,,,-,,-,,EAST SOUTH CENTRAL
TEXAS,2019,9,,-,5,,1,,3,,,-,5,,7,,5,,,-,1,,1,,1,,"TEXAS
(31.827233, -99.423022)",
US RESIDENTS,2019,9,4,,54,,142,,173,,,-,16,,64,,10,,9,,18,,43,,8,,,US RESIDENTS
FLORIDA,2019,9,,-,4,,,-,6,,,-,3,,,-,,-,,-,2,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
MISSISSIPPI,2019,10,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MIDDLE ATLANTIC,2019,10,1,,24,,48,,46,,1,,17,,66,,,-,8,,44,,44,,4,,MIDDLE ATLANTIC,
NEW HAMPSHIRE,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NON-US RESIDENTS,2019,10,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
MOUNTAIN,2019,10,,-,4,,8,,9,,,-,0,,,-,,-,1,,1,,2,,,-,,MOUNTAIN
COLORADO,2019,10,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.841772, -106.132562)",
EAST NORTH CENTRAL,2019,10,3,,8,,17,,24,,,-,2,,3,,,-,,-,4,,1,,3,,,EAST NORTH CENTRAL
U.S. VIRGIN ISLANDS,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NORTH CAROLINA,2019,10,,-,4,,5,,6,,,-,1,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
VERMONT,2019,10,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
OHIO,2019,10,3,,4,,9,,7,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
NEVADA,2019,10,,-,2,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NORTH DAKOTA,2019,10,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MISSOURI,2019,10,,-,3,,2,,2,,,-,0,,,-,,-,,-,6,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
LOUISIANA,2019,10,,-,1,,1,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MONTANA,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NEW MEXICO,2019,10,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
GUAM,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WEST NORTH CENTRAL,2019,10,,-,5,,7,,9,,,-,5,,,-,8,,,-,6,,,-,1,,,WEST NORTH CENTRAL
PENNSYLVANIA,2019,10,1,,8,,12,,13,,,-,0,,,-,,-,,-,1,,1,,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW JERSEY,2019,10,,-,6,,9,,13,,,-,0,,,-,,-,,-,6,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
TENNESSEE,2019,10,,-,2,,2,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
ALASKA,2019,10,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
WEST SOUTH CENTRAL,2019,10,,-,5,,2,,6,,,-,5,,7,,5,,,-,1,,1,,3,,,WEST SOUTH CENTRAL
DELAWARE,2019,10,,-,3,,5,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ILLINOIS,2019,10,,-,5,,7,,7,,,-,2,,3,,,-,,-,1,,1,,1,,"ILLINOIS
(40.477092, -88.993221)",
EAST SOUTH CENTRAL,2019,10,,-,4,,2,,2,,1,,0,,1,,,-,,-,1,,1,,,-,,EAST SOUTH CENTRAL
ARIZONA,2019,10,,-,3,,5,,5,,,-,0,,,-,,-,1,,0,,1,,,-,"ARIZONA
(34.869712, -111.760902)",
PUERTO RICO,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
GEORGIA,2019,10,,-,6,,1,,9,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
NORTHERN MARIANA ISLANDS,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
IDAHO,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
ALABAMA,2019,10,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
US TERRITORIES,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
WYOMING,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
OREGON,2019,10,,-,2,,,-,2,,,-,3,,4,,2,,,-,1,,2,,,-,"OREGON
(44.567912, -120.156945)",
KENTUCKY,2019,10,,-,1,,,-,,-,1,,0,,1,,,-,,-,1,,1,,,-,"KENTUCKY
(37.64591, -84.774043)",
MAINE,2019,10,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
AMERICAN SAMOA,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
FLORIDA,2019,10,,-,4,,,-,6,,,-,3,,,-,,-,,-,2,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
MASSACHUSETTS,2019,10,,-,4,,8,,4,,,-,0,,,-,,-,,-,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MINNESOTA,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
SOUTH DAKOTA,2019,10,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
SOUTH CAROLINA,2019,10,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
HAWAII,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
WISCONSIN,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
US RESIDENTS,2019,10,6,,54,,164,,191,,2,,20,,83,,15,,9,,44,,57,,12,,,US RESIDENTS
MARYLAND,2019,10,,-,9,,24,,38,,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
TOTAL,2019,10,6,,54,,164,,191,,2,,20,,83,,15,,9,,44,,57,,12,,,TOTAL
UTAH,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW ENGLAND,2019,10,,-,5,,10,,8,,,-,2,,2,,,-,,-,1,,,-,,-,,NEW ENGLAND
PACIFIC,2019,10,,-,8,,16,,16,,,-,3,,4,,2,,,-,3,,8,,1,,,PACIFIC
VIRGINIA,2019,10,2,,5,,15,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NEBRASKA,2019,10,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
INDIANA,2019,10,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
SOUTH ATLANTIC,2019,10,2,,20,,54,,71,,,-,3,,,-,,-,,-,3,,,-,,-,,SOUTH ATLANTIC
WASHINGTON,2019,10,,-,4,,5,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
ARKANSAS,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
NEW YORK,2019,10,,-,4,,6,,7,,,-,1,,1,,,-,8,,42,,33,,1,,"NEW YORK
(42.826892, -75.544286)",
CALIFORNIA,2019,10,,-,5,,10,,9,,,-,3,,,-,,-,,-,2,,6,,1,,"CALIFORNIA
(37.640735, -121.002435)",
WEST VIRGINIA,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
KANSAS,2019,10,,-,2,,2,,2,,,-,5,,,-,8,,,-,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
CONNECTICUT,2019,10,,-,1,,,-,1,,,-,2,,2,,,-,,-,1,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
TEXAS,2019,10,,-,5,,1,,3,,,-,5,,7,,5,,,-,1,,1,,1,,"TEXAS
(31.827233, -99.423022)",
MICHIGAN,2019,10,,-,3,,1,,6,,,-,0,,,-,,-,,-,4,,,-,1,,"MICHIGAN
(44.66399, -84.711206)",
DISTRICT OF COLUMBIA,2019,10,,-,2,,4,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
OKLAHOMA,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,"OKLAHOMA
(35.468494, -97.521264)",
NEW YORK CITY,2019,10,,-,11,,21,,13,,1,,17,,65,,,-,,-,6,,10,,1,,,NEW YORK CITY
IOWA,2019,10,,-,2,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
RHODE ISLAND,2019,10,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
SOUTH ATLANTIC,2019,11,3,,20,,60,,77,,,-,3,,,-,,-,,-,3,,,-,,-,,SOUTH ATLANTIC
LOUISIANA,2019,11,,-,1,,1,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
NORTHERN MARIANA ISLANDS,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW ENGLAND,2019,11,,-,5,,11,,8,,,-,2,,2,,,-,,-,1,,,-,,-,,NEW ENGLAND
ILLINOIS,2019,11,,-,5,,8,,8,,,-,2,,4,,,-,,-,1,,2,,1,,"ILLINOIS
(40.477092, -88.993221)",
MASSACHUSETTS,2019,11,,-,4,,9,,4,,,-,0,,,-,,-,,-,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
EAST SOUTH CENTRAL,2019,11,,-,4,,2,,2,,,-,1,,1,,,-,,-,1,,1,,1,,,EAST SOUTH CENTRAL
NEW YORK,2019,11,,-,4,,6,,8,,2,,1,,3,,,-,5,,43,,38,,2,,"NEW YORK
(42.826892, -75.544286)",
WYOMING,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ARKANSAS,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
MICHIGAN,2019,11,,-,3,,2,,8,,,-,0,,,-,,-,,-,4,,,-,1,,"MICHIGAN
(44.66399, -84.711206)",
NEW JERSEY,2019,11,,-,6,,11,,13,,,-,6,,,-,,-,,-,1,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
NORTH CAROLINA,2019,11,,-,4,,7,,7,,,-,1,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
GEORGIA,2019,11,,-,6,,1,,9,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
IDAHO,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
PENNSYLVANIA,2019,11,,-,8,,12,,14,,,-,0,,,-,,-,,-,1,,1,,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
CONNECTICUT,2019,11,,-,1,,,-,1,,,-,2,,2,,,-,,-,1,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
ALABAMA,2019,11,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
NEVADA,2019,11,,-,2,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
TENNESSEE,2019,11,,-,2,,2,,1,,,-,0,,,-,,-,,-,1,,,-,1,,"TENNESSEE
(35.681402, -85.774444)",
COLORADO,2019,11,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.841772, -106.132562)",
AMERICAN SAMOA,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
KANSAS,2019,11,,-,2,,2,,2,,,-,3,,,-,11,,,-,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
WEST SOUTH CENTRAL,2019,11,,-,5,,2,,6,,,-,5,,7,,5,,,-,1,,1,,3,,,WEST SOUTH CENTRAL
U.S. VIRGIN ISLANDS,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
OREGON,2019,11,,-,2,,,-,3,,,-,3,,5,,2,,,-,1,,2,,,-,"OREGON
(44.567912, -120.156945)",
US RESIDENTS,2019,11,9,,54,,182,,206,,2,,20,,87,,20,,5,,45,,63,,14,,,US RESIDENTS
UTAH,2019,11,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
DISTRICT OF COLUMBIA,2019,11,,-,2,,4,,4,,,-,0,,,-,,-,,-,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MIDDLE ATLANTIC,2019,11,2,,24,,53,,48,,2,,17,,68,,,-,5,,45,,49,,5,,MIDDLE ATLANTIC,
MARYLAND,2019,11,3,,9,,27,,41,,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
SOUTH CAROLINA,2019,11,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW MEXICO,2019,11,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MINNESOTA,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
OHIO,2019,11,2,,4,,11,,7,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
NON-US RESIDENTS,2019,11,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
WEST VIRGINIA,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
WISCONSIN,2019,11,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
DELAWARE,2019,11,,-,3,,5,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
HAWAII,2019,11,1,,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
VERMONT,2019,11,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
US TERRITORIES,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
PUERTO RICO,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
EAST NORTH CENTRAL,2019,11,2,,8,,21,,28,,,-,2,,4,,,-,,-,4,,2,,3,,,EAST NORTH CENTRAL
TEXAS,2019,11,,-,5,,1,,3,,,-,5,,7,,5,,,-,1,,1,,1,,"TEXAS
(31.827233, -99.423022)",
NEBRASKA,2019,11,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
NEW YORK CITY,2019,11,2,,11,,24,,13,,,-,17,,65,,,-,,-,6,,10,,1,,,NEW YORK CITY
ARIZONA,2019,11,,-,3,,5,,6,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.869712, -111.760902)",
WASHINGTON,2019,11,,-,4,,5,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MONTANA,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
RHODE ISLAND,2019,11,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
KENTUCKY,2019,11,,-,1,,,-,,-,,-,1,,1,,,-,,-,1,,1,,,-,"KENTUCKY
(37.64591, -84.774043)",
MISSISSIPPI,2019,11,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NORTH DAKOTA,2019,11,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MAINE,2019,11,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
ALASKA,2019,11,1,,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
